Official name of position,internal disk name,internal naming per Disk,Module,flex cable,HubID,PC position phi,PC position Mirror,PC port,PC identifier,PC name,DCDC,DCDC J11/J12,DCDC channel,DCDC name,Filterboard module power ID,Filterboard module power,POH board,POH Bundle,POH SN,DOH bundle,DOH QR,DOH A/B,CCU,CCU channel,PP0 Adapter/FED,PP0 Ad.Slot/FED,PP0 Adapter/FEC,PP0 Ad.Slot/FEC,internal POH no,POH fiber color,FED Fiber,FED channel,FED position,FED receiver,FED ID,FEC/FED crate,FEC ID,FEC position,mfec,mfecchannel,HV group,nominal HV,old FED ID,Cooling loop,tkFEC connection,,,,,,,
FPix_BpI_D1_BLD6_PNL2_RNG2,,12T,M-I-2-02,4164,7,1Tc,1TB,3,PR108,portcard_FPix_BpI_D1_PRT3,PB-48,J12,3,dcdc_FPix_BpI_D1_PRT3,Disk1_RG3,CI-A 028,P96,D5,SN112498/0008,C10,30201210004664,A,0x7e,0x10,FPix +z up right 5,5,FPix +z up right 6,4,10,orange-2,2,3/4,3,t,1298,top,9,9,1,1,D1-RG3-HV1,,1282,pD,4,,,,,,,
FPix_BpI_D1_BLD5_PNL2_RNG2,,13T,M-Y-H-NT,4171,6,1Tc,1TB,1,PR108,portcard_FPix_BpI_D1_PRT3,PB-48,J12,3,dcdc_FPix_BpI_D1_PRT3,Disk1_RG3,CI-A 028,P96,D4,SN112498/0040,C10,30201210004664,A,0x7e,0x10,FPix +z up right 5,4,FPix +z up right 6,4,11,orange-2,14,27/28,2,b,1297,top,9,9,1,1,D1-RG3-HV1,,1281,pD,4,,,,,,,
FPix_BpI_D1_BLD4_PNL2_RNG2,,14T,M-M-4-42,4121B,9,1Td,1TA,7,PR106,portcard_FPix_BpI_D1_PRT4,PB-27,J12,3,dcdc_FPix_BpI_D1_PRT4,Disk1_RG4,CI-A 042,P119,D4,SN112498/0040,C10,30201210004664,B,0x7d,0x10,FPix +z up right 5,4,FPix +z up right 6,4,11,brown-4,16,31/32,2,b,1297,top,9,9,1,2,D1-RG4-HV1,,1281,pD,4,,,,,,,
FPix_BpI_D1_BLD3_PNL2_RNG2,,15T,M-I-4-50,4122B,8,1Td,1TA,5,PR106,portcard_FPix_BpI_D1_PRT4,PB-27,J12,3,dcdc_FPix_BpI_D1_PRT4,Disk1_RG4,CI-A 042,P119,D3,SN112498/0031,C10,30201210004664,B,0x7d,0x10,FPix +z up right 5,3,FPix +z up right 6,4,12,brown-4,4,7/8,2,t,1297,top,9,9,1,2,D1-RG4-HV1,,1281,pD,4,,,,,,,
FPix_BpI_D1_BLD2_PNL2_RNG2,,16T,M-P-1-40,4140,7,1Td,1TA,3,PR106,portcard_FPix_BpI_D1_PRT4,PB-27,J12,3,dcdc_FPix_BpI_D1_PRT4,Disk1_RG4,CI-A 042,P119,D2,SN112498/0030,C10,30201210004664,B,0x7d,0x10,FPix +z up right 5,2,FPix +z up right 6,4,13,brown-4,16,31/32,1,b,1296,top,9,9,1,2,D1-RG4-HV1,,1280,pD,4,,,,,,,
FPix_BpI_D1_BLD1_PNL2_RNG2,,17T,M-I-4-14,4128B,6,1Td,1TA,1,PR106,portcard_FPix_BpI_D1_PRT4,PB-27,J12,3,dcdc_FPix_BpI_D1_PRT4,Disk1_RG4,CI-A 042,P119,D1,SN112498/0036,C10,30201210004664,B,0x7d,0x10,FPix +z up right 5,1,FPix +z up right 6,4,14,brown-4,4,7/8,1,t,1296,top,9,9,1,2,D1-RG4-HV1,,1280,pD,4,,,,,,,
FPix_BpI_D1_BLD17_PNL1_RNG2,,1B,M-P-5-33,4162,5,1Ba,1BD,7,PR003,portcard_FPix_BpI_D1_PRT1,PB-10,J11,1,dcdc_FPix_BpI_D1_PRT1,Disk1_RG1,CI-A 053,P76,A21,SN112498/0029,B14,30201210004670,A,0x7b,0x10,FPix +z down right 2,1,FPix +z down right 3,2,1,blue-1,13,25/26,7,b,1302,top,10,10,1,1,D1-RG1-HV1,,1286,pD,4,,,,,,,
FPix_BpI_D1_BLD16_PNL1_RNG2,,2B,M-O-1-08,4174,4,1Ba,1BD,5,PR003,portcard_FPix_BpI_D1_PRT1,PB-10,J11,1,dcdc_FPix_BpI_D1_PRT1,Disk1_RG1,CI-A 053,P76,A20,SN112498/0026,B14,30201210004670,A,0x7b,0x10,FPix +z down right 2,2,FPix +z down right 3,2,2,blue-1,1,1/2,7,t,1302,top,10,10,1,1,D1-RG1-HV1,,1286,pD,4,,,,,,,
FPix_BpI_D1_BLD15_PNL1_RNG2,,3B,M-I-1-36,4168,3,1Ba,1BD,3,PR003,portcard_FPix_BpI_D1_PRT1,PB-10,J11,1,dcdc_FPix_BpI_D1_PRT1,Disk1_RG1,CI-A 053,P76,A19,SN112498/0002,B14,30201210004670,A,0x7b,0x10,FPix +z down right 2,3,FPix +z down right 3,2,3,blue-1,13,25/26,6,b,1301,top,10,10,1,1,D1-RG1-HV1,,1285,pD,4,,,,,,,
FPix_BpI_D1_BLD14_PNL1_RNG2,,4B,M-O-1-20,4184,2,1Ba,1BD,1,PR003,portcard_FPix_BpI_D1_PRT1,PB-10,J11,1,dcdc_FPix_BpI_D1_PRT1,Disk1_RG1,CI-A 053,P76,A18,SN112498/0003,B14,30201210004670,A,0x7b,0x10,FPix +z down right 2,4,FPix +z down right 3,2,4,blue-1,1,1/2,6,t,1301,top,10,10,1,1,D1-RG1-HV1,,1285,pD,4,,,,,,,
FPix_BpI_D1_BLD13_PNL1_RNG2,,5B,M-K-1-20,4161,6,1Bb,1BC,7,PR013,portcard_FPix_BpI_D1_PRT2,PB-50,J11,1,dcdc_FPix_BpI_D1_PRT2,Disk1_RG2,CI-A 040,P78,A18,SN112498/0003,B14,30201210004670,B,0x7c,0x10,FPix +z down right 2,4,FPix +z down right 3,2,4,green-3,3,5/6,6,t,1301,top,10,10,1,2,D1-RG2-HV1,,1285,pD,4,,,,,,,
FPix_BpI_D1_BLD12_PNL1_RNG2,,6B,M-K-2-32,4163,5,1Bb,1BC,5,PR013,portcard_FPix_BpI_D1_PRT2,PB-50,J11,1,dcdc_FPix_BpI_D1_PRT2,Disk1_RG2,CI-A 040,P78,A17,SN112498/0037,B14,30201210004670,B,0x7c,0x10,FPix +z down right 2,1,FPix +z down right 3,2,5,green-3,15,29/30,5,b,1300,top,10,10,1,2,D1-RG2-HV1,,1284,pD,4,,,,,,,
FPix_BpI_D1_BLD11_PNL1_RNG2,,7B,M-Y-E-NF,4185,4,1Bb,1BC,4,PR013,portcard_FPix_BpI_D1_PRT2,PB-50,J11,2,dcdc_FPix_BpI_D1_PRT2,Disk1_RG2,CI-A 040,P78,B16,SN112498/0005,B14,30201210004670,B,0x7c,0x10,FPix +z down right 2,2,FPix +z down right 3,2,6,blue-1,1,1/2,5,t,1300,top,10,10,1,2,D1-RG2-HV1,,1284,pD,4,,,,,,,
FPix_BpI_D1_BLD10_PNL1_RNG2,,8B,M-L-2-40,6195,3,1Bb,1BC,3,PR013,portcard_FPix_BpI_D1_PRT2,PB-50,J11,1,dcdc_FPix_BpI_D1_PRT2,Disk1_RG2,CI-A 040,P78,B16,SN112498/0005,B14,30201210004670,B,0x7c,0x10,FPix +z down right 2,2,FPix +z down right 3,2,6,green-3,3,5/6,5,t,1300,top,10,10,1,2,D1-RG2-HV1,,1284,pD,4,,,,,,,
FPix_BpI_D1_BLD9_PNL1_RNG2,,9B,M-I-3-41,4123B,2,1Bb,1BC,1,PR013,portcard_FPix_BpI_D1_PRT2,PB-50,J11,1,dcdc_FPix_BpI_D1_PRT2,Disk1_RG2,CI-A 040,P78,B15,SN112498/0006,B14,30201210004670,B,0x7c,0x10,FPix +z down right 3,3,FPix +z down right 3,2,7,green-3,15,29/30,4,b,1299,top,10,10,1,2,D1-RG2-HV1,,1283,pD,4,,,,,,,
FPix_BpI_D1_BLD8_PNL1_RNG2,,10B,M-G-1-44,4167,5,1Bc,1BB,7,PR108,portcard_FPix_BpI_D1_PRT3,PB-48,J11,1,dcdc_FPix_BpI_D1_PRT3,Disk1_RG3,CI-A 028,P62,C7,SN112498/0010,C10,30201210004664,A,0x7e,0x10,FPix +z up right 6,1,FPix +z up right 6,4,8,blue-1,1,1/2,4,t,1299,top,9,9,1,1,D1-RG3-HV1,,1283,pD,4,,,,,,,
FPix_BpI_D1_BLD7_PNL1_RNG2,,11B,M-N-3-46,4166,4,1Bc,1BB,5,PR108,portcard_FPix_BpI_D1_PRT3,PB-48,J11,1,dcdc_FPix_BpI_D1_PRT3,Disk1_RG3,CI-A 028,P62,C6,SN112498/0009,C10,30201210004664,A,0x7e,0x10,FPix +z up right 5,6,FPix +z up right 6,4,9,blue-1,13,25/26,3,b,1298,top,9,9,1,1,D1-RG3-HV1,,1282,pD,4,,,,,,,
FPix_BpI_D1_BLD6_PNL1_RNG2,,12B,M-J-3-25,4132B,3,1Bc,1BB,3,PR108,portcard_FPix_BpI_D1_PRT3,PB-48,J11,1,dcdc_FPix_BpI_D1_PRT3,Disk1_RG3,CI-A 028,P62,D5,SN112498/0008,C10,30201210004664,A,0x7e,0x10,FPix +z up right 5,5,FPix +z up right 6,4,10,blue-1,1,1/2,3,t,1298,top,9,9,1,1,D1-RG3-HV1,,1282,pD,4,,,,,,,
FPix_BpI_D1_BLD5_PNL1_RNG2,,13B,M-P-5-21,4180,2,1Bc,1BB,1,PR108,portcard_FPix_BpI_D1_PRT3,PB-48,J11,1,dcdc_FPix_BpI_D1_PRT3,Disk1_RG3,CI-A 028,P62,D4,SN112498/0040,C10,30201210004664,A,0x7e,0x10,FPix +z up right 5,4,FPix +z up right 6,4,11,blue-1,13,25/26,2,b,1297,top,9,9,1,1,D1-RG3-HV1,,1281,pD,4,,,,,,,
FPix_BpI_D1_BLD4_PNL1_RNG2,,14B,M-P-1-12,4170,5,1Bd,1BA,7,PR106,portcard_FPix_BpI_D1_PRT4,PB-27,J11,1,dcdc_FPix_BpI_D1_PRT4,Disk1_RG4,CI-A 042,P71,D4,SN112498/0040,C10,30201210004664,B,0x7d,0x10,FPix +z up right 5,4,FPix +z up right 6,4,11,green-3,15,29/30,2,b,1297,top,9,9,1,2,D1-RG4-HV1,,1281,pD,4,,,,,,,
FPix_BpI_D1_BLD3_PNL1_RNG2,,15B,M-L-4-16,4124B,4,1Bd,1BA,5,PR106,portcard_FPix_BpI_D1_PRT4,PB-27,J11,1,dcdc_FPix_BpI_D1_PRT4,Disk1_RG4,CI-A 042,P71,D3,SN112498/0031,C10,30201210004664,B,0x7d,0x10,FPix +z up right 5,3,FPix +z up right 6,4,12,green-3,3,5/6,2,t,1297,top,9,9,1,2,D1-RG4-HV1,,1281,pD,4,,,,,,,
FPix_BpI_D1_BLD2_PNL1_RNG2,,16B,M-L-2-39,4169,3,1Bd,1BA,3,PR106,portcard_FPix_BpI_D1_PRT4,PB-27,J11,1,dcdc_FPix_BpI_D1_PRT4,Disk1_RG4,CI-A 042,P71,D2,SN112498/0030,C10,30201210004664,B,0x7d,0x10,FPix +z up right 5,2,FPix +z up right 6,4,13,green-3,15,29/30,1,b,1296,top,9,9,1,2,D1-RG4-HV1,,1280,pD,4,,,,,,,
FPix_BpI_D1_BLD1_PNL1_RNG2,,17B,M-L-4-42,4129B,2,1Bd,1BA,1,PR106,portcard_FPix_BpI_D1_PRT4,PB-27,J11,1,dcdc_FPix_BpI_D1_PRT4,Disk1_RG4,CI-A 042,P71,D1,SN112498/0036,C10,30201210004664,B,0x7d,0x10,FPix +z up right 5,1,FPix +z up right 6,4,14,green-3,3,5/6,1,t,1296,top,9,9,1,2,D1-RG4-HV1,,1280,pD,4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPix_BpI_D2_BLD11_PNL2_RNG1,HC3-Disk2-Inner,1T,M-Q-6-11,4312,15,2Ta,2TD,6,PR104,portcard_FPix_BpI_D2_PRT1,PB-17,J12,4,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P49,A21,SN112498/0029,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,1,FPix +z down right 3,3,1,black-8,20,39/40,7,b,1302,top,10,10,2,1,D2-RG1-HV2,,1286,pC,4,BpI,,,,,,
FPix_BpI_D2_BLD10_PNL2_RNG1,,2T,M-Y-D-NM,4337,14,2Ta,2TD,4,PR104,portcard_FPix_BpI_D2_PRT1,PB-17,J12,4,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P49,A20,SN112498/0026,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,2,FPix +z down right 3,3,2,black-8,8,15/16,7,t,1302,top,10,10,2,1,D2-RG1-HV2,,1286,pC,4,,,,,,,
FPix_BpI_D2_BLD9_PNL2_RNG1,,3T,M-Q-1-22,4311,13,2Ta,2TD,2,PR104,portcard_FPix_BpI_D2_PRT1,PB-17,J12,4,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P49,A19,SN112498/0002,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,3,FPix +z down right 3,3,3,black-8,20,39/40,6,b,1301,top,10,10,2,1,D2-RG1-HV2,,1285,pC,4,,,,,,,
FPix_BpI_D2_BLD8_PNL2_RNG1,,4T,M-P-3-10,4316,15,2Tb,2TC,6,PR110,portcard_FPix_BpI_D2_PRT2,PB-15,J12,4,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P75,A17,SN112498/0037,B13,30201210004608,B,0x7c,0x11,FPix +z down right 2,5,FPix +z down right 3,3,5,white-6,18,35/36,5,b,1300,top,10,10,2,2,D2-RG2-HV2,,1284,pC,4,,,,,,,
FPix_BpI_D2_BLD7_PNL2_RNG1,,5T,M-Y-D-NV,4328,14,2Tb,2TC,2,PR110,portcard_FPix_BpI_D2_PRT2,PB-15,J12,4,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P75,B15,SN112498/0006,B13,30201210004608,B,0x7c,0x11,FPix +z down right 3,1,FPix +z down right 3,3,7,white-6,18,35/36,4,b,1299,top,10,10,2,2,D2-RG2-HV2,,1283,pC,4,,,,,,,
FPix_BpI_D2_BLD6_PNL2_RNG1,,6T,M-Q-8-20,4133w,15,2Tc,2TB,6,PR102,portcard_FPix_BpI_D2_PRT3,PB-46,J12,4,dcdc_FPix_BpI_D2_PRT3,Disk2_RG3,CI-A 060,FP29,C7,SN112498/0010,C9,30201210004614,A,0x7e,0x11,FPix +z up right 6,1,FPix +z up right 6,3,8,black-8,8,15/16,4,t,1299,top,9,9,2,1,D2-RG3-HV2,,1283,pC,4,,,,,,,
FPix_BpI_D2_BLD5_PNL2_RNG1,,7T,M-Q-6-19,4310,14,2Tc,2TB,4,PR102,portcard_FPix_BpI_D2_PRT3,PB-46,J12,4,dcdc_FPix_BpI_D2_PRT3,Disk2_RG3,CI-A 060,FP29,C6,SN112498/0009,C9,30201210004614,A,0x7e,0x11,FPix +z up right 5,6,FPix +z up right 6,3,9,black-8,20,39/40,3,b,1298,top,9,9,2,1,D2-RG3-HV2,,1282,pC,4,,,,,,,
FPix_BpI_D2_BLD4_PNL2_RNG1,,8T,M-N-3-01,4307,13,2Tc,2TB,2,PR102,portcard_FPix_BpI_D2_PRT3,PB-46,J12,4,dcdc_FPix_BpI_D2_PRT3,Disk2_RG3,CI-A 060,FP29,D5,SN112498/0008,C9,30201210004614,A,0x7e,0x11,FPix +z up right 5,5,FPix +z up right 6,3,10,black-8,8,15/16,3,t,1298,top,9,9,2,1,D2-RG3-HV2,,1282,pC,4,,,,,,,
FPix_BpI_D2_BLD3_PNL2_RNG1,,9T,M-I-4-34,4313,15,2Td,2TA,6,PR157,portcard_FPix_BpI_D2_PRT4,PB-32,J12,4,dcdc_FPix_BpI_D2_PRT4,Disk2_RG4,CI-A 052,FP18,D3,SN112498/0031,C9,30201210004614,B,0x7d,0x11,FPix +z up right 5,3,FPix +z up right 6,3,12,white-6,6,11/12,2,t,1297,top,9,9,2,2,D2-RG4-HV2,,1281,pC,4,,,,,,,
FPix_BpI_D2_BLD2_PNL2_RNG1,,10T,M-I-3-04,4135w,14,2Td,2TA,4,PR157,portcard_FPix_BpI_D2_PRT4,PB-32,J12,4,dcdc_FPix_BpI_D2_PRT4,Disk2_RG4,CI-A 052,FP18,D2,SN112498/0030,C9,30201210004614,B,0x7d,0x11,FPix +z up right 5,2,FPix +z up right 6,3,13,white-6,18,35/36,1,b,1296,top,9,9,2,2,D2-RG4-HV2,,1280,pC,4,,,,,,,
FPix_BpI_D2_BLD1_PNL2_RNG1,,11T,M-N-1-39,4314,13,2Td,2TA,2,PR157,portcard_FPix_BpI_D2_PRT4,PB-32,J12,4,dcdc_FPix_BpI_D2_PRT4,Disk2_RG4,CI-A 052,FP18,D1,SN112498/0036,C9,30201210004614,B,0x7d,0x11,FPix +z up right 5,1,FPix +z up right 6,3,14,white-6,6,11/12,1,t,1296,top,9,9,2,2,D2-RG4-HV2,,1280,pC,4,,,,,,,
FPix_BpI_D2_BLD11_PNL1_RNG1,,1B,M-Q-8-03,4344,12,2Ba,2BD,6,PR004,portcard_FPix_BpI_D2_PRT1,PB-17,J11,2,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P104,A21,SN112498/0029,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,1,FPix +z down right 3,3,1,red-7,19,37/38,7,b,1302,top,10,10,2,1,D2-RG1-HV2,,1286,pC,4,,,,,,,
FPix_BpI_D2_BLD10_PNL1_RNG1,,2B,M-P-1-04,4309,11,2Ba,2BD,4,PR004,portcard_FPix_BpI_D2_PRT1,PB-17,J11,2,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P104,A20,SN112498/0026,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,2,FPix +z down right 3,3,2,red-7,7,13/14,7,t,1302,top,10,10,2,1,D2-RG1-HV2,,1286,pC,4,,,,,,,
FPix_BpI_D2_BLD9_PNL1_RNG1,,3B,M-P-5-18,4315,10,2Ba,2BD,2,PR004,portcard_FPix_BpI_D2_PRT1,PB-17,J11,2,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P104,A19,SN112498/0002,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,3,FPix +z down right 3,3,3,red-7,19,37/38,6,b,1301,top,10,10,2,1,D2-RG1-HV2,,1285,pC,4,,,,,,,
FPix_BpI_D2_BLD8_PNL1_RNG1,,4B,M-P-6-50,4335,13,2Bb,2BC,6,PR053,portcard_FPix_BpI_D2_PRT2,PB-15,J11,2,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P90,A17,SN112498/0037,B13,30201210004608,B,0x7c,0x11,FPix +z down right 2,5,FPix +z down right 3,3,5,gray-5,17,33/34,5,b,1300,top,10,10,2,2,D2-RG2-HV2,,1284,pC,4,,,,,,,
FPix_BpI_D2_BLD7_PNL1_RNG1,,5B,M-Q-4-20,6157,12,2Bb,2BC,2,PR053,portcard_FPix_BpI_D2_PRT2,PB-15,J11,2,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P90,B15,SN112498/0006,B13,30201210004608,B,0x7c,0x11,FPix +z down right 3,1,FPix +z down right 3,3,7,gray-5,17,33/34,4,b,1299,top,10,10,2,2,D2-RG2-HV2,,1283,pC,4,,,,,,,
FPix_BpI_D2_BLD6_PNL1_RNG1,,6B,M-P-3-08,6171,12,2Bc,2BB,6,PR002,portcard_FPix_BpI_D2_PRT3,PB-46,J11,2,dcdc_FPix_BpI_D2_PRT3,Disk2_RG3,CI-A 060,P103,C7,SN112498/0010,C9,30201210004614,A,0x7e,0x11,FPix +z up right 6,1,FPix +z up right 6,3,8,red-7,7,13/14,4,t,1299,top,9,9,2,1,D2-RG3-HV2,,1283,pC,4,,,,,,,
FPix_BpI_D2_BLD5_PNL1_RNG1,,7B,M-Q-2-43,4332,11,2Bc,2BB,4,PR002,portcard_FPix_BpI_D2_PRT3,PB-46,J11,2,dcdc_FPix_BpI_D2_PRT3,Disk2_RG3,CI-A 060,P103,C6,SN112498/0009,C9,30201210004614,A,0x7e,0x11,FPix +z up right 5,6,FPix +z up right 6,3,9,red-7,19,37/38,3,b,1298,top,9,9,2,1,D2-RG3-HV2,,1282,pC,4,,,,,,,
FPix_BpI_D2_BLD4_PNL1_RNG1,,8B,M-I-3-31,4331,10,2Bc,2BB,2,PR002,portcard_FPix_BpI_D2_PRT3,PB-46,J11,2,dcdc_FPix_BpI_D2_PRT3,Disk2_RG3,CI-A 060,P103,D5,SN112498/0008,C9,30201210004614,A,0x7e,0x11,FPix +z up right 5,5,FPix +z up right 6,3,10,red-7,7,13/14,3,t,1298,top,9,9,2,1,D2-RG3-HV2,,1282,pC,4,,,,,,,
FPix_BpI_D2_BLD3_PNL1_RNG1,,9B,M-P-1-16,4338,12,2Bd,2BA,6,PR057,portcard_FPix_BpI_D2_PRT4,PB-32,J11,2,dcdc_FPix_BpI_D2_PRT4,Disk2_RG4,CI-A 052,P100,D3,SN112498/0031,C9,30201210004614,B,0x7d,0x11,FPix +z up right 5,3,FPix +z up right 6,3,12,gray-5,5,9/10,2,t,1297,top,9,9,2,2,D2-RG4-HV2,,1281,pC,4,,,,,,,
FPix_BpI_D2_BLD2_PNL1_RNG1,,10B,M-Q-3-24,4333,11,2Bd,2BA,4,PR057,portcard_FPix_BpI_D2_PRT4,PB-32,J11,2,dcdc_FPix_BpI_D2_PRT4,Disk2_RG4,CI-A 052,P100,D2,SN112498/0030,C9,30201210004614,B,0x7d,0x11,FPix +z up right 5,2,FPix +z up right 6,3,13,gray-5,17,33/34,1,b,1296,top,9,9,2,2,D2-RG4-HV2,,1280,pC,4,,,,,,,
FPix_BpI_D2_BLD1_PNL1_RNG1,,11B,M-Q-7-37,4308,10,2Bd,2BA,2,PR057,portcard_FPix_BpI_D2_PRT4,PB-32,J11,2,dcdc_FPix_BpI_D2_PRT4,Disk2_RG4,CI-A 052,P100,D1,SN112498/0036,C9,30201210004614,B,0x7d,0x11,FPix +z up right 5,1,FPix +z up right 6,3,14,gray-5,5,9/10,1,t,1296,top,9,9,2,2,D2-RG4-HV2,,1280,pC,4,,,,,,,
FPix_BpI_D2_BLD17_PNL2_RNG2,HC3-Disk2-Outer,1T,M-I-2-06,6131,9,2Ta,2TD,7,PR104,portcard_FPix_BpI_D2_PRT1,PB-17,J12,3,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P49,A21,SN112498/0029,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,1,FPix +z down right 3,3,1,white-6,18,35/36,7,b,1302,top,10,10,2,1,D2-RG1-HV1,,1286,pC,4,BpI,,,,,,
FPix_BpI_D2_BLD16_PNL2_RNG2,,2T,M-P-1-44,6222,8,2Ta,2TD,5,PR104,portcard_FPix_BpI_D2_PRT1,PB-17,J12,3,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P49,A20,SN112498/0026,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,2,FPix +z down right 3,3,2,white-6,6,11/12,7,t,1302,top,10,10,2,1,D2-RG1-HV1,,1286,pC,4,,,,,,,
FPix_BpI_D2_BLD15_PNL2_RNG2,,3T,M-N-2-36,6132,7,2Ta,2TD,3,PR104,portcard_FPix_BpI_D2_PRT1,PB-17,J12,3,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P49,A19,SN112498/0002,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,3,FPix +z down right 3,3,3,white-6,18,35/36,6,b,1301,top,10,10,2,1,D2-RG1-HV1,,1285,pC,4,,,,,,,
FPix_BpI_D2_BLD14_PNL2_RNG2,,4T,M-P-6-07,6154,6,2Ta,2TD,1,PR104,portcard_FPix_BpI_D2_PRT1,PB-17,J12,3,dcdc_FPix_BpI_D2_PRT1,Disk2_RG1,CI-A 046,P49,A18,SN112498/0003,B13,30201210004608,A,0x7b,0x11,FPix +z down right 2,4,FPix +z down right 3,3,4,white-6,6,11/12,6,t,1301,top,10,10,2,1,D2-RG1-HV1,,1285,pC,4,,,,,,,
FPix_BpI_D2_BLD13_PNL2_RNG2,,5T,M-P-4-43,6156,11,2Tb,2TC,7,PR110,portcard_FPix_BpI_D2_PRT2,PB-15,J12,3,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P75,A18,SN112498/0003,B13,30201210004608,B,0x7c,0x11,FPix +z down right 2,4,FPix +z down right 3,3,4,black-8,8,15/16,6,t,1301,top,10,10,2,2,D2-RG2-HV1,,1285,pC,4,,,,,,,
FPix_BpI_D2_BLD12_PNL2_RNG2,,6T,M-N-2-40,6219,10,2Tb,2TC,5,PR110,portcard_FPix_BpI_D2_PRT2,PB-15,J12,3,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P75,A17,SN112498/0037,B13,30201210004608,B,0x7c,0x11,FPix +z down right 2,5,FPix +z down right 3,3,5,black-8,20,39/40,5,b,1300,top,10,10,2,2,D2-RG2-HV1,,1284,pC,4,,,,,,,
FPix_BpI_D2_BLD11_PNL2_RNG2,,7T,M-G-2-34,6243,9,2Tb,2TC,4,PR110,portcard_FPix_BpI_D2_PRT2,PB-15,J12,4,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P75,B16,SN112498/0005,B13,30201210004608,B,0x7c,0x11,FPix +z down right 2,6,FPix +z down right 3,3,6,white-6,6,11/12,5,t,1300,top,10,10,2,2,D2-RG2-HV1,,1284,pC,4,,,,,,,
FPix_BpI_D2_BLD10_PNL2_RNG2,,8T,M-P-3-16,6223,8,2Tb,2TC,3,PR110,portcard_FPix_BpI_D2_PRT2,PB-15,J12,3,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P75,B16,SN112498/0005,B13,30201210004608,B,0x7c,0x11,FPix +z down right 2,6,FPix +z down right 3,3,6,black-8,8,15/16,5,t,1300,top,10,10,2,2,D2-RG2-HV1,,1284,pC,4,,,,,,,
FPix_BpI_D2_BLD9_PNL2_RNG2,,9T,M-P-1-21,6215,7,2Tb,2TC,1,PR110,portcard_FPix_BpI_D2_PRT2,PB-15,J12,3,dcdc_FPix_BpI_D2_PRT2,Disk2_RG2,CI-A 058,P75,B15,SN112498/0006,B13,30201210004608,B,0x7c,0x11,FPix +z down right 3,1,FPix +z down right 3,3,7,black-8,20,39/40,4,b,1299,top,10,10,2,2,D2-RG2-HV1,,1283,pC,4,,,,,,,
FPix_BpI_D2_BLD8_PNL2_RNG2,,10T,M-P-1-49,6214,9,2Tc,2TB,7,PR102,portcard_FPix_BpI_D2_PRT3,PB-46,J12,3,dcdc_FPix_BpI_D2_PRT3,Disk2_RG3,CI-A 060,FP29,C7,SN112498/0010,C9,30201210004614,A,0x7e,0x11,FPix +z up right 6,1,FPix +z up right 6,3,8,white-6,6,11/12,4,t,1299,top,9,9,2,1,D2-RG3-HV1,,1283,pC,4,,,,,,,
FPix_BpI_D2_BLD7_PNL2_RNG2,,11T,M-P-3-47,6165,8,2Tc,2TB,5,PR102,portcard_FPix_BpI_D2_PRT3,PB-46,J12,3,dcdc_FPix_BpI_D2_PRT3,Disk2_RG3,CI-A 060,FP29,C6,SN112498/0009,C9,30201210004614,A,0x7e,0x11,FPix +z up right 5,6,FPix +z up right 6,3,9,white-6,18,35/36,3,b,1298,top,9,9,2,1,D2-RG3-HV1,,1282,pC,4,,,,,,,
